Transcript ID,Ensemble Gene ID,Gene Symbol,FC Injured-Resident vs Uninjured-Resident: Uninjured-Resident,FC Injured-Resident vs Uninjured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Resident,FC Injured-Repopulated vs Injured-Resident: Injured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Uninjured-Repopulated,FC Injured-Repopulated vs Uninjured-Repopulated: Injured-Repopulated,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Resident,FC Uninjured-Repopulated vs Uninjured-Resident: Uninjured-Repopulated,Adj-p Injured-Resident vs Uninjured-Resident,Adj-p Injured-Repopulated vs Injured-Resident,Adj-p Injured-Repopulated vs Uninjured-Repopulated,Adj-p Uninjured-Repopulated vs Uninjured-Resident, 
ENSMUST00000002048.7,ENSMUSG00000001983.7,Taco1,1,1.7181,1,0.7939,1,0.5782,1,2.3592,0.9999,0.8621,0.9999,0.4776,
ENSMUST00000002063.14,ENSMUSG00000001998.15,Ap4e1,1,1.0868,1,1.0292,1,1.3144,1,0.8511,0.9999,0.9832,0.9999,0.9604,
ENSMUST00000002064.14,ENSMUSG00000001999.15,Blvra,1,1.1533,1,0.9609,1,1.1601,1,0.9552,0.9999,0.9491,0.9999,0.9849,
ENSMUST00000002081.5,ENSMUSG00000002007.5,Srpk3,1,0.7493,1,0.5075,1,1.2419,1,0.3062,0.9999,0.0251,0.9999,0.0098,
ENSMUST00000002084.13,ENSMUSG00000031378.14,Abcd1,1,0.9524,1,0.8645,1,0.9035,1,0.9113,0.9999,0.3777,0.9999,0.9083,
ENSMUST00000002090.2,ENSMUSG00000002014.12,Ssr4,1,0.9480,1,1.0224,1,0.8892,1,1.0900,0.9999,0.9759,0.9999,0.9610,
ENSMUST00000002091.5,ENSMUSG00000002015.5,Bcap31,1,0.9664,1,1.0257,1,1.0215,1,0.9704,0.9999,0.8991,0.9999,0.9688,
ENSMUST00000002095.10,ENSMUSG00000002028.13,Kmt2a,1,1.2134,1,0.7766,1,1.0206,1,0.9233,0.9999,0.4673,0.9999,0.9789,
ENSMUST00000002099.10,ENSMUSG00000002031.13,Ift46,1,0.6929,1,1.2686,1,1.4465,1,0.6077,0.9999,0.9999,0.9999,0.9090,
ENSMUST00000002112.14,ENSMUSG00000002043.17,Trappc6a,1,0.7507,1,1.1490,1,1.0349,1,0.8335,0.9999,0.7412,0.9999,0.8680,
ENSMUST00000002121.4,ENSMUSG00000002052.6,Supt6,1,0.9028,1,1.2048,1,1.1443,1,0.9506,0.9999,0.7388,0.9999,0.9908,
ENSMUST00000002127.13,ENSMUSG00000002058.13,Unc119,1,5.0640,1,0.5754,1,0.7113,1,4.0969,0.9999,0.9999,0.9999,0.8659,
ENSMUST00000002128.13,ENSMUSG00000002059.18,Rab34,1,0.5377,1,0.4165,1,0.2603,1,0.8603,0.9999,0.9999,0.9999,0.9937,
ENSMUST00000002133.8,ENSMUSG00000002064.10,Sdf2,1,0.9504,1,0.9159,1,1.1007,1,0.7909,0.9999,0.6795,0.9999,0.3011,
ENSMUST00000002152.12,ENSMUSG00000002083.13,Bbc3,1,1.0600,1,1.1165,1,1.1540,1,1.0256,0.9999,0.7625,0.9999,0.9919,
ENSMUST00000002172.13,ENSMUSG00000002103.16,Acp2,1,10.1506,1,1.1246,1,0.9257,1,12.3306,0.0262,0.9663,0.9999,0.0076,
ENSMUST00000002180.7,ENSMUSG00000002111.8,Spi1,1,1.0243,1,0.9121,1,1.0264,1,0.9102,0.9999,0.1414,0.9999,0.5382,
ENSMUST00000002198.3,ENSMUSG00000002129.11,Sf3a1,1,0.9696,1,0.9655,1,0.8996,1,1.0406,0.9999,0.9444,0.9999,0.9832,
ENSMUST00000002259.12,ENSMUSG00000002190.13,Clgn,1,1.2951,1,0.9063,1,0.8379,1,1.4009,0.9999,0.9415,0.9999,0.8673,
ENSMUST00000002274.9,ENSMUSG00000002204.9,Napsa,1,4.8461,1,0.3276,1,1.1514,1,1.3789,0.9999,0.7739,0.9999,0.9913,
ENSMUST00000002275.14,ENSMUSG00000002205.16,Vrk3,1,0.8875,1,0.9158,1,0.9696,1,0.8382,0.9999,9.04E-01,0.9999,0.9160,
ENSMUST00000002280.10,ENSMUSG00000002210.11,Smg9,1,1.0812,1,0.8342,1,0.8453,1,1.0671,0.9999,0.6453,0.9999,0.9828,
ENSMUST00000002284.10,ENSMUSG00000046223.10,Plaur,1,1.1305,1,1.5488,1,0.7989,1,2.1916,0.9999,0.1336,0.9999,0.0591,
ENSMUST00000002289.7,ENSMUSG00000022111.9,Uchl3,1,0.8017,1,0.8982,1,1.1597,1,0.6209,0.9999,0.8348,0.9999,0.2061,
ENSMUST00000002291.11,ENSMUSG00000002221.11,Paxip1,1,1.0248,1,1.0166,1,0.7705,1,1.3521,0.9999,0.9915,0.9999,0.8095,
ENSMUST00000002292.14,ENSMUSG00000002222.14,Rmnd5a,1,1.0348,1,0.9373,1,0.9926,1,0.9772,0.9999,0.9207,0.9999,0.9937,
ENSMUST00000002297.11,ENSMUSG00000002227.15,Mov10,1,0.2771,1,4.8329,1,1.2972,1,1.0324,0.9999,0.2379,0.9999,0.9971,
ENSMUST00000002303.11,ENSMUSG00000002233.13,Rhoc,1,0.9026,1,1.0604,1,1.1102,1,0.8621,0.9999,0.9170,0.9999,0.8910,
ENSMUST00000002305.8,ENSMUSG00000042599.8,Kdm7a,1,1.0166,1,0.9183,1,0.9902,1,0.9427,0.9999,0.8997,0.9999,0.9859,
ENSMUST00000002320.15,ENSMUSG00000002250.16,Ppard,1,0.7105,1,1.5305,1,0.8741,1,1.2440,0.9999,0.9999,0.9999,0.9596,
ENSMUST00000002327.5,ENSMUSG00000002257.8,Def6,1,1.0068,1,0.9457,1,0.7317,1,1.3012,0.9999,0.9434,0.9079,0.7460,
ENSMUST00000002344.6,ENSMUSG00000002274.13,Metrn,1,1.4730,1,0.9094,1,0.5070,1,2.6422,0.9999,0.9999,0.9999,0.8178,
ENSMUST00000002350.10,ENSMUSG00000002280.11,Ciao3,1,1.0129,1,0.9913,1,1.0205,1,0.9840,0.9999,0.9929,0.9999,0.9937,
ENSMUST00000002368.15,ENSMUSG00000002297.16,Dbf4,1,1.1091,1,1.5726,1,1.8647,1,0.9353,0.9999,0.9999,0.9999,0.9954,
ENSMUST00000002379.14,ENSMUSG00000002308.16,Cd320,1,0.8526,1,1.2034,1,1.4142,1,0.7255,0.9999,0.9401,0.9999,0.9656,
ENSMUST00000002391.14,ENSMUSG00000002320.15,Tm9sf1,1,1.1166,1,1.0151,1,1.0376,1,1.0924,0.9999,0.9742,0.9999,0.8930,
ENSMUST00000002397.6,ENSMUSG00000002326.6,Gmpr2,1,1.0097,1,0.9925,1,1.1976,1,0.8368,0.9999,0.9880,0.6744,0.4401,
ENSMUST00000002400.6,ENSMUSG00000002329.7,Mdp1,1,1.1331,1,1.0207,1,0.8235,1,1.4045,0.9999,0.9872,0.9999,0.6767,
ENSMUST00000002403.9,ENSMUSG00000002332.16,Dhrs1,1,0.8858,1,1.1030,1,0.9024,1,1.0828,0.9999,0.8023,0.9999,0.9642,
ENSMUST00000002413.14,ENSMUSG00000002342.17,Tmem161a,1,0.6242,1,1.3873,1,1.1633,1,0.7444,0.9999,0.4749,0.9999,0.8535,
ENSMUST00000002418.14,ENSMUSG00000002345.18,Borcs8,1,1.0651,1,1.0971,1,1.0515,1,1.1113,0.9999,0.9419,0.9999,0.9825,
ENSMUST00000002436.10,ENSMUSG00000002365.10,Snx9,1,0.9745,1,0.9114,1,0.9122,1,0.9736,0.9999,0.7583,0.9999,0.9901,
ENSMUST00000002445.9,ENSMUSG00000002372.9,Ranbp3,1,0.8803,1,1.0226,1,0.8551,1,1.0527,0.9999,0.9747,0.9999,0.9805,
ENSMUST00000002452.7,ENSMUSG00000002379.7,Ndufa11,1,1.0941,1,0.8255,1,0.8144,1,1.1090,0.9999,0.3213,0.9615,0.9267,
ENSMUST00000002466.8,ENSMUSG00000002393.14,Nr2f6,1,1.1146,1,0.9925,1,1.4526,1,0.7615,0.9999,0.9929,0.1595,0.3620,
ENSMUST00000002469.8,ENSMUSG00000002396.8,Ocel1,1,1.7680,1,0.9210,1,1.2998,1,1.2528,0.9999,0.9663,0.9999,0.9668,
ENSMUST00000002473.9,ENSMUSG00000031820.9,Babam1,1,1.0542,1,0.8539,1,1.1282,1,0.7980,0.9999,0.4245,0.9999,0.5538,
ENSMUST00000002487.14,ENSMUSG00000002413.15,Braf,1,1.2063,1,0.8808,1,0.9802,1,1.0839,0.9999,0.8562,0.9999,0.9814,
ENSMUST00000002490.6,ENSMUSG00000002416.13,Ndufb2,1,0.9832,1,1.1550,1,0.8575,1,1.3242,0.9999,0.9999,0.9999,0.9557,
ENSMUST00000002495.17,ENSMUSG00000041420.18,Meis3,1,0.6883,1,0.8116,1,0.7896,1,0.7075,0.9999,0.6794,0.9999,0.7063,
ENSMUST00000002502.11,ENSMUSG00000002428.12,Hltf,1,0.9558,1,1.3908,1,1.1414,1,1.1647,0.9999,0.1157,0.9999,0.9070,
ENSMUST00000002518.8,ENSMUSG00000054452.10,Tle5,1,0.9867,1,0.9534,1,0.8446,1,1.1139,0.9999,0.8312,0.6155,0.7524,
ENSMUST00000002529.6,ENSMUSG00000002455.14,Prpf6,1,0.9408,1,1.0750,1,0.8681,1,1.1649,0.9999,0.8891,0.9999,0.8850,
ENSMUST00000002532.8,ENSMUSG00000002458.13,Rgs19,1,0.9923,1,0.9708,1,1.3672,1,0.7046,0.9999,0.9348,0.0894,0.0205,
ENSMUST00000002551.4,ENSMUSG00000002477.5,Snrpd1,1,0.9172,1,0.7961,1,0.9129,1,0.7998,0.9999,0.5290,0.9999,0.8508,
ENSMUST00000002572.5,ENSMUSG00000002504.15,Slc9a3r2,1,1.1960,1,0.4786,1,3.4487,1,0.1660,0.9999,0.9999,0.9999,0.4644,
ENSMUST00000002588.10,ENSMUSG00000002489.16,Tiam1,1,0.1840,1,4.7856,1,0.9908,1,0.8886,0.9999,0.9999,0.9999,0.9946,
ENSMUST00000002599.10,ENSMUSG00000002524.17,Puf60,1,1.0223,1,1.0163,1,1.1405,1,0.9110,0.9999,0.9689,0.9999,0.8676,
ENSMUST00000002625.14,ENSMUSG00000002550.16,Uck1,1,0.8891,1,0.9157,1,1.0666,1,0.7633,0.9999,0.7536,0.9999,0.3144,
ENSMUST00000002655.7,ENSMUSG00000002580.7,Mien1,1,1.1563,1,0.9147,1,0.9520,1,1.1110,0.9999,0.7611,0.9999,0.9043,
ENSMUST00000002677.10,ENSMUSG00000002602.16,Axl,1,1.3187,1,3.4839,1,0.5570,1,8.2482,0.9999,6.80E-09,0.5642,1.79E-10,
ENSMUST00000002678.9,ENSMUSG00000002603.15,Tgfb1,1,0.9761,1,0.8380,1,1.0794,1,0.7579,0.9999,0.1373,0.9999,0.1379,
ENSMUST00000002683.2,ENSMUSG00000002608.8,Ccdc97,1,0.8865,1,0.8211,1,1.0520,1,0.6919,0.9999,0.0181,0.9999,0.0023,
ENSMUST00000002699.6,ENSMUSG00000024045.6,Akap8,1,0.8417,1,1.0667,1,1.1750,1,0.7642,0.9999,0.9566,0.9999,0.8795,
ENSMUST00000002710.9,ENSMUSG00000002635.11,Pdcd2l,1,1.0076,1,0.9409,1,1.0147,1,0.9343,0.9999,0.8859,0.9999,0.9668,
ENSMUST00000002733.6,ENSMUSG00000002658.9,Gtf2f1,1,1.0497,1,1.1171,1,1.0641,1,1.1020,0.9999,0.8026,0.9999,0.9609,
ENSMUST00000002735.8,ENSMUSG00000002660.8,Clpp,1,0.8942,1,0.8638,1,0.9290,1,0.8314,0.9999,0.5393,0.9999,0.7514,
ENSMUST00000002737.6,ENSMUSG00000002661.14,Alkbh7,1,0.8142,1,1.2344,1,1.6709,1,0.6015,0.9999,0.5296,0.3339,0.2092,
ENSMUST00000002756.13,ENSMUSG00000002679.14,Med6,1,158.4475,1,1.1720,1,1.0635,1,174.6238,0.2910,0.9999,0.9999,0.1015,
ENSMUST00000002757.10,ENSMUSG00000091803.7,Cox16,1,0.9277,1,1.1520,1,1.1150,1,0.9584,0.9999,0.8555,0.9999,0.9920,
ENSMUST00000002790.13,ENSMUSG00000002718.14,Cse1l,1,0.8730,1,0.9673,1,0.9133,1,0.9247,0.9999,0.9625,0.9999,0.9708,
ENSMUST00000002805.13,ENSMUSG00000002728.14,Naa20,1,1.4578,1,1.2305,1,1.3600,1,1.3190,0.9999,0.8348,0.9999,0.9242,
ENSMUST00000002808.6,ENSMUSG00000002731.6,Prkra,1,0.8825,1,1.1082,1,1.2060,1,0.8110,0.9999,0.8962,0.9999,0.9036,
ENSMUST00000002809.13,ENSMUSG00000002732.14,Fkbp7,1,0.8691,1,0.8289,1,1.2234,1,0.5889,0.9999,0.5923,0.9999,0.1368,
ENSMUST00000002818.8,ENSMUSG00000002741.9,Ykt6,1,0.9362,1,0.7156,1,0.9469,1,0.7075,0.9999,1.22E-05,0.9999,0.0138,
ENSMUST00000002825.5,ENSMUSG00000002748.7,Baz1b,1,1.2252,1,1.0294,1,0.7950,1,1.5864,0.9999,0.9657,0.9587,0.0894,
ENSMUST00000002837.10,ENSMUSG00000063406.11,Tmed5,1,1.0122,1,1.0518,1,1.1004,1,0.9676,0.9999,0.8413,0.9999,0.9790,
ENSMUST00000002839.8,ENSMUSG00000059409.9,Ppp2r5d,1,1.3591,1,0.8670,1,1.0226,1,1.1523,0.9999,0.7406,0.9999,0.9269,
ENSMUST00000002840.8,ENSMUSG00000002763.16,Pex6,1,1.0346,1,0.9950,1,0.8585,1,1.1991,0.9999,0.9958,0.9999,0.8673,
ENSMUST00000002844.13,ENSMUSG00000002767.13,Mrpl2,1,0.9975,1,0.8351,1,0.9799,1,0.8501,0.9999,0.6387,0.9999,0.9091,
ENSMUST00000002845.7,ENSMUSG00000002768.8,Mea1,1,0.9604,1,0.9749,1,1.0805,1,0.8666,0.9999,0.9828,0.9999,0.9564,
ENSMUST00000002848.9,ENSMUSG00000002771.12,Grin2d,1,1.1980,1,0.8956,1,1.6318,1,0.6575,0.9999,0.9999,0.9999,0.9541,
ENSMUST00000002855.13,ENSMUSG00000002778.14,Kdelr1,1,1.1705,1,0.8091,1,0.8587,1,1.1030,0.9999,0.5045,0.9999,0.9642,
ENSMUST00000002874.7,ENSMUSG00000002797.9,Ggct,1,1.1806,1,0.9044,1,0.8812,1,1.2116,0.9999,0.9999,0.9999,0.9887,
ENSMUST00000002881.4,ENSMUSG00000002804.4,Nudt14,1,1.8652,1,0.8141,1,0.8084,1,1.8785,0.9999,0.8311,0.9999,0.5349,
ENSMUST00000002889.4,ENSMUSG00000002812.4,Flii,1,0.9998,1,1.1689,1,1.0240,1,1.1412,0.9999,0.5020,0.9999,0.8794,
ENSMUST00000002891.10,ENSMUSG00000002814.15,Top3a,1,1.0375,1,1.2706,1,1.0509,1,1.2544,0.9999,0.2226,0.9999,0.6889,
ENSMUST00000002902.7,ENSMUSG00000002825.8,Qtrt1,1,0.8647,1,1.0719,1,1.0461,1,0.8859,0.9999,0.9598,0.9999,0.9789,
ENSMUST00000002911.9,ENSMUSG00000002833.11,Hdgfl2,1,1.0892,1,1.5171,1,1.1793,1,1.4013,0.9999,0.8343,0.9999,0.9718,
ENSMUST00000002914.9,ENSMUSG00000002835.9,Chaf1a,1,2.1563,1,1.0266,1,1.0291,1,2.1511,0.9999,0.9999,0.9999,0.8248,
ENSMUST00000002923.9,ENSMUSG00000002844.9,Adprh,1,1.0134,1,0.8420,1,1.0593,1,0.8055,0.9999,0.1109,0.9999,0.2923,
ENSMUST00000002924.14,ENSMUSG00000002845.14,Tmem39a,1,1.0664,1,0.9142,1,0.7066,1,1.3797,0.9999,0.9239,0.9999,0.8026,
ENSMUST00000002925.5,ENSMUSG00000002846.9,Timmdc1,1,0.9246,1,0.6988,1,0.7064,1,0.9147,0.9999,0.9999,0.9999,0.9903,
ENSMUST00000002964.13,ENSMUSG00000002885.14,Adgre5,1,9.9267,1,0.5009,1,1.8135,1,2.7418,0.9999,0.9031,0.9999,0.9579,
ENSMUST00000002976.4,ENSMUSG00000002897.5,Il17ra,1,1.1559,1,1.1109,1,1.0138,1,1.2665,0.9999,0.9210,0.9999,0.9205,
ENSMUST00000002989.10,ENSMUSG00000002910.11,Arrdc2,1,1.0825,1,0.9425,1,0.9864,1,1.0343,0.9999,0.9514,0.9999,0.9930,
ENSMUST00000003017.12,ENSMUSG00000029925.13,Tbxas1,1,0.8734,1,0.7603,1,0.9492,1,0.6995,0.9999,0.0037,0.9999,0.0271,
ENSMUST00000003029.13,ENSMUSG00000002949.15,Timm44,1,1.0577,1,1.0192,1,0.8607,1,1.2524,0.9999,0.9892,0.9999,0.8870,
ENSMUST00000003035.11,ENSMUSG00000030768.12,Disp1,1,0.9078,1,1.0177,1,0.7826,1,1.1806,0.9999,0.9940,0.9999,0.9703,
ENSMUST00000003038.11,ENSMUSG00000002957.11,Ap2a2,1,0.8682,1,0.8991,1,0.9440,1,0.8268,0.9999,0.7822,0.9999,0.7935,
ENSMUST00000003044.13,ENSMUSG00000002963.17,Pnkp,1,1.2251,1,1.0451,1,0.9962,1,1.2853,0.9999,0.9641,0.9999,0.8328,
ENSMUST00000003049.7,ENSMUSG00000002968.9,Med25,1,0.6559,1,1.0570,1,0.7515,1,0.9227,0.9999,0.9782,0.9999,0.9916,
ENSMUST00000003066.15,ENSMUSG00000002985.16,Apoe,1,1.0901,1,4.1741,1,0.6904,1,6.5910,0.9999,0.0070,0.9999,0.0367,
ENSMUST00000003074.15,ENSMUSG00000002992.17,Apoc2,1,0.8771,1,1.6108,1,0.4965,1,2.8458,0.9999,0.9999,0.9999,0.7695,
ENSMUST00000003115.8,ENSMUSG00000003031.14,Cdkn1b,1,1.3659,1,0.8729,1,0.8244,1,1.4463,0.9999,0.9287,0.9999,0.8981,
ENSMUST00000003117.14,ENSMUSG00000003033.15,Ap1m1,1,1.0750,1,0.9898,1,1.1331,1,0.9391,0.9999,0.9904,0.9999,0.9734,
ENSMUST00000003121.8,ENSMUSG00000003037.16,Rab8a,1,0.9448,1,0.9000,1,0.9186,1,0.9257,0.9999,0.5654,0.9999,0.9242,
ENSMUST00000003123.9,ENSMUSG00000003039.9,Fam32a,1,0.8705,1,0.9667,1,1.1262,1,0.7472,0.9999,0.9454,0.9999,0.2586,
ENSMUST00000003152.13,ENSMUSG00000003068.17,Stk11,1,1.3560,1,0.9414,1,0.7858,1,1.6244,0.9999,0.9801,0.9999,0.8737,
ENSMUST00000003156.14,ENSMUSG00000003072.15,Atp5d,1,0.9540,1,0.9196,1,0.8624,1,1.0172,0.9999,0.6984,0.9766,0.9919,
ENSMUST00000003183.11,ENSMUSG00000003099.11,Ppp5c,1,1.1531,1,1.0571,1,1.4200,1,0.8584,0.9999,0.8874,0.2280,0.8034,
ENSMUST00000003203.13,ENSMUSG00000003119.14,Cdk12,1,1.3228,1,1.8106,1,0.7716,1,3.1041,0.9999,0.9999,0.9999,0.5110,
ENSMUST00000003207.10,ENSMUSG00000003123.15,Lipe,1,0.9524,1,0.9710,1,1.0002,1,0.9247,0.9999,0.9695,1.0000,0.9725,
ENSMUST00000003219.13,ENSMUSG00000003135.15,Cnot11,1,0.9749,1,0.9469,1,1.2554,1,0.7353,0.9999,0.9290,0.9999,0.5329,
ENSMUST00000003238.13,ENSMUSG00000003154.15,Foxj2,1,1.0155,1,0.8367,1,0.8593,1,0.9889,0.9999,0.4991,0.9999,0.9949,
ENSMUST00000003245.9,ENSMUSG00000003161.15,Sri,1,0.8495,1,1.0614,1,0.9935,1,0.9076,0.9999,0.9415,0.9999,0.9703,
ENSMUST00000003268.10,ENSMUSG00000003200.10,Sh3gl1,1,1.1653,1,1.0064,1,1.1649,1,1.0068,0.9999,0.9929,0.9999,0.9957,
ENSMUST00000003274.7,ENSMUSG00000003206.7,Ebi3,1,1.3298,1,1.1232,1,1.1054,1,1.3512,0.9111,0.6795,0.9999,0.3276,
ENSMUST00000003284.15,ENSMUSG00000003184.15,Irf3,1,1.0084,1,1.0408,1,1.0312,1,1.0178,0.9999,0.9844,0.9999,0.9964,
ENSMUST00000003290.11,ENSMUSG00000003190.12,Bcl2l12,1,1.1392,1,0.5769,1,0.7898,1,0.8322,0.9999,0.1487,0.9999,0.9590,
ENSMUST00000003310.6,ENSMUSG00000003226.7,Ranbp2,1,1.1197,1,1.2281,1,0.8066,1,1.7046,0.9999,0.7337,0.9999,0.4273,
ENSMUST00000003318.12,ENSMUSG00000003233.12,Dvl3,1,0.7084,1,1.1328,1,1.5855,1,0.5061,0.9999,0.9999,0.9999,0.8553,
ENSMUST00000003319.5,ENSMUSG00000003234.16,Abcf3,1,0.7806,1,1.1249,1,1.1175,1,0.7858,0.2332,0.3510,0.9999,0.1433,
ENSMUST00000003320.13,ENSMUSG00000003235.13,Eif2b5,1,0.8038,1,1.2224,1,1.1141,1,0.8819,0.9999,0.1541,0.9999,0.8448,
ENSMUST00000003370.13,ENSMUSG00000003283.15,Hck,1,1.0558,1,1.0450,1,0.9298,1,1.1867,0.9999,0.9598,0.9999,0.9094,
ENSMUST00000003386.6,ENSMUSG00000003299.10,Mrpl4,1,0.9546,1,1.0810,1,0.9098,1,1.1343,0.9999,0.8116,0.9999,0.8642,
ENSMUST00000003404.8,ENSMUSG00000003316.14,Glg1,1,0.9845,1,1.0046,1,0.8337,1,1.1863,0.9999,0.9955,0.9999,0.7716,
ENSMUST00000003416.14,ENSMUSG00000048440.16,Cyp4f16,1,1.3019,1,0.6002,1,1.0171,1,0.7682,0.9999,0.5384,0.9999,0.9610,
ENSMUST00000003433.10,ENSMUSG00000020190.13,Mknk2,1,1.0099,1,0.9075,1,1.0683,1,0.8579,0.9999,0.8317,0.9999,0.8850,
ENSMUST00000003436.11,ENSMUSG00000003346.14,Abhd17a,1,1.0464,1,1.0605,1,0.8901,1,1.2467,0.9999,0.8234,0.9999,0.3081,
ENSMUST00000003438.10,ENSMUSG00000003348.10,Mob3a,1,0.8631,1,0.9215,1,1.3102,1,0.6071,0.9999,0.7061,0.2641,0.0003,
ENSMUST00000003459.3,ENSMUSG00000020437.12,Myo1g,1,0.9128,1,1.2034,1,1.0513,1,1.0449,0.9999,0.6316,0.9999,0.9898,
ENSMUST00000003461.14,ENSMUSG00000020456.17,Ogdh,1,0.8665,1,1.0730,1,0.8977,1,1.0357,0.9999,0.8555,0.9999,0.9874,
ENSMUST00000003493.8,ENSMUSG00000003402.14,Prkcsh,1,1.0217,1,1.1760,1,1.0568,1,1.1370,0.9999,0.4029,0.9999,0.8673,
ENSMUST00000003509.9,ENSMUSG00000003418.11,St8sia6,1,1.0949,1,0.8423,1,1.0348,1,0.8912,0.9999,0.6188,0.9999,0.9501,
ENSMUST00000003512.8,ENSMUSG00000003420.8,Fcgrt,1,1.0244,1,0.7599,1,0.9511,1,0.8184,0.9999,0.0009,0.9999,0.3518,
ENSMUST00000003513.10,ENSMUSG00000003421.13,Nosip,1,0.7811,1,1.1985,1,1.0914,1,0.8577,0.9999,0.3885,0.9999,0.8376,
ENSMUST00000003521.9,ENSMUSG00000003429.11,Rps11,1,0.9390,1,1.2814,1,0.8071,1,1.4908,0.9999,0.0123,0.6013,0.0085,
ENSMUST00000003527.9,ENSMUSG00000003435.9,Supt5,1,0.8911,1,0.9773,1,0.9148,1,0.9520,0.9999,0.9759,0.9999,0.9841,
ENSMUST00000003529.8,ENSMUSG00000003437.14,Paf1,1,1.0396,1,1.0773,1,1.0360,1,1.0811,0.9999,0.8925,0.9999,0.9727,
ENSMUST00000003536.8,ENSMUSG00000003444.8,Med29,1,0.7664,1,1.0738,1,0.9721,1,0.8466,0.9999,0.9049,0.9999,0.8850,
ENSMUST00000003550.10,ENSMUSG00000003458.12,Ncstn,1,0.9303,1,1.1617,1,0.7894,1,1.3691,0.9999,0.0702,0.1096,0.0044,
ENSMUST00000003572.9,ENSMUSG00000029777.10,Gars,1,0.9528,1,1.1396,1,0.9581,1,1.1333,0.9999,0.2542,0.9999,0.7067,
ENSMUST00000003574.4,ENSMUSG00000003484.4,Cyp4f18,1,1.3130,1,2.6219,1,0.4881,1,7.0527,0.9999,0.0001,0.3491,6.73E-08,
ENSMUST00000003575.10,ENSMUSG00000031799.10,Tpm4,1,1.0298,1,1.4657,1,0.9499,1,1.5890,0.9999,0.0018,0.9999,0.0327,
ENSMUST00000003599.8,ENSMUSG00000103088.1,Pcdhgb6,1,1.3259,1,1.0183,1,1.0055,1,1.3428,0.9999,0.9999,0.9999,0.9753,
ENSMUST00000003612.12,ENSMUSG00000003518.13,Dusp3,1,1.5175,1,0.8200,1,0.7311,1,1.7020,0.9999,0.8819,0.9999,0.7866,
ENSMUST00000003620.12,ENSMUSG00000003526.12,Prodh,1,1.6609,1,0.7951,1,4.5158,1,0.2924,0.9999,0.9999,0.2872,0.3272,
ENSMUST00000003621.9,ENSMUSG00000003527.9,Ess2,1,0.9844,1,0.9432,1,1.0626,1,0.8739,0.9999,0.9166,0.9999,0.9090,
ENSMUST00000003622.15,ENSMUSG00000003528.15,Slc25a1,1,0.8579,1,1.0694,1,0.9358,1,0.9803,0.9999,0.8899,0.9999,0.9934,
ENSMUST00000003635.6,ENSMUSG00000003541.6,Ier3,1,1.2180,1,1.0798,1,0.8746,1,1.5037,0.9999,0.9598,0.9999,0.8261,
ENSMUST00000003642.6,ENSMUSG00000003546.10,Klc4,1,0.5469,1,2.3866,1,1.3525,1,0.9651,0.9999,0.1043,0.9999,0.9946,
ENSMUST00000003645.8,ENSMUSG00000003549.9,Ercc1,1,0.8061,1,0.7030,1,1.2324,1,0.4598,0.9999,0.3316,0.9999,0.0878,
ENSMUST00000003655.8,ENSMUSG00000003559.8,As3mt,1,0.9547,1,1.1915,1,1.1019,1,1.0323,0.9999,0.5419,0.9999,0.9916,
ENSMUST00000003659.8,ENSMUSG00000031849.9,Comp,1,1.2872,1,0.9240,1,0.7024,1,1.6934,0.9999,0.9999,0.9999,0.8933,
ENSMUST00000003677.10,ENSMUSG00000003581.14,Rnf215,1,1.1336,1,1.0472,1,1.0478,1,1.1329,0.9999,0.9268,0.9999,0.8939,
ENSMUST00000003681.7,ENSMUSG00000003585.13,Sec14l2,1,1.0028,1,1.1325,1,0.8734,1,1.3002,0.9999,0.8859,0.9999,0.8776,
ENSMUST00000003705.11,ENSMUSG00000003604.14,Aven,1,0.9909,1,0.8951,1,1.4379,1,0.6168,0.9999,0.8930,0.9999,0.5141,
ENSMUST00000003717.12,ENSMUSG00000042476.12,Abcb4,1,1.0761,1,0.6848,1,1.0382,1,0.7097,0.9999,0.1600,0.9999,0.6613,
ENSMUST00000003720.4,ENSMUSG00000003623.4,Crot,1,1.0931,1,0.8544,1,1.2260,1,0.7618,0.9999,0.1862,0.6157,0.1278,
ENSMUST00000003726.15,ENSMUSG00000024002.18,Brd4,1,1.3268,1,0.9468,1,0.8976,1,1.3995,0.9999,0.9676,0.9999,0.8376,
ENSMUST00000003741.15,ENSMUSG00000003644.17,Rps6ka1,1,3.1287,1,0.6611,1,389.7377,1,0.0053,0.9999,0.7890,0.0003,0.0008,
ENSMUST00000003759.10,ENSMUSG00000003662.10,Ciao1,1,1.1879,1,0.8713,1,0.8318,1,1.2443,0.9999,0.6069,0.9999,0.6630,
ENSMUST00000003818.13,ENSMUSG00000003721.14,Insig2,1,1.0234,1,0.8674,1,1.0214,1,0.8692,0.9999,0.7777,0.9999,0.9398,
ENSMUST00000003828.10,ENSMUSG00000003731.13,Kpna6,1,0.7979,1,0.8360,1,2.7173,1,0.2455,0.9999,0.9999,0.9999,0.8241,
